city,name,url,description,rating,longitude,latitude,temp_day J+1 2025-04-27,feels_like_day J+1 2025-04-27,clouds J+1 2025-04-27,pop J+1 2025-04-27,temp_day J+2 2025-04-28,feels_like_day J+2 2025-04-28,clouds J+2 2025-04-28,pop J+2 2025-04-28,temp_day J+3 2025-04-29,feels_like_day J+3 2025-04-29,clouds J+3 2025-04-29,pop J+3 2025-04-29,temp_day J+4 2025-04-30,feels_like_day J+4 2025-04-30,clouds J+4 2025-04-30,pop J+4 2025-04-30,temp_day J+5 2025-05-01,feels_like_day J+5 2025-05-01,clouds J+5 2025-05-01,pop J+5 2025-05-01,temp_day J+6 2025-05-02,feels_like_day J+6 2025-05-02,clouds J+6 2025-05-02,pop J+6 2025-05-02,temp_day J+7 2025-05-03,feels_like_day J+7 2025-05-03,clouds J+7 2025-05-03,pop J+7 2025-05-03,id,temp_day_mean,difference_feels_like_day_mean,clouds_mean,pop_mean,temp_day_score,feels_like_score,clouds_score,pop_score,global_score,rank
Le Havre,JOST Hôtel Le Havre Centre Gare,https://www.booking.com/hotel/fr/jost-le-havre.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9sZSBoYXZyZSwgZnJhbmNlSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAL95JTHBsACAdICJGQ4ZTE5ZTU2LTdlMDEtNGU1ZC04NTU5LTcyMmMwOWYwMWEzZtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=831e6d3e573f00b0&srepoch=1759851134&from=searchresults,"L’établissement JOST Hôtel Le Havre Centre Gare se situe au Havre, à 2,3 km de ce lieu d’intérêt : Plage du Havre.","8,6",0.1079732,49.4938975,13.2,12.53,25,0.0,15.82,15.1,24,0.0,17.8,17.36,4,0.0,18.43,18.16,15,0.0,17.02,16.76,17,0.0,17.64,17.34,0,0.0,15.76,14.78,0,0.0,4,16.524285714285714,0.5199999999999996,12.142857142857142,0.0,10,20,20,20,18.0,3. Le Havre
Le Havre,Aparthotel Adagio Access Le Havre Les Docks,https://www.booking.com/hotel/fr/adagio-access-le-havre-les-docks.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9sZSBoYXZyZSwgZnJhbmNlSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAL95JTHBsACAdICJGQ4ZTE5ZTU2LTdlMDEtNGU1ZC04NTU5LTcyMmMwOWYwMWEzZtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=831e6d3e573f00b0&srepoch=1759851134&from=searchresults,"L'Aparthotel Adagio Access Le Havre Les Docks vous accueille au Havre, à 100 mètres du centre commercial Docks Vauban et à 3 km du centre-ville.","8,6",0.1079732,49.4938975,13.2,12.53,25,0.0,15.82,15.1,24,0.0,17.8,17.36,4,0.0,18.43,18.16,15,0.0,17.02,16.76,17,0.0,17.64,17.34,0,0.0,15.76,14.78,0,0.0,4,16.524285714285714,0.5199999999999996,12.142857142857142,0.0,10,20,20,20,18.0,3. Le Havre
Le Havre,Appart Hotel Odalys City Le Havre Centre Les Docks,https://www.booking.com/hotel/fr/odalys-city-le-havre-centre-les-docks.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9sZSBoYXZyZSwgZnJhbmNlSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAL95JTHBsACAdICJGQ4ZTE5ZTU2LTdlMDEtNGU1ZC04NTU5LTcyMmMwOWYwMWEzZtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=831e6d3e573f00b0&srepoch=1759851134&from_sustainable_property_sr=1&from=searchresults,"L’établissement Appart Hotel Odalys City Le Havre Centre Les Docks se trouve au Havre, à respectivement 2,9 km et 2,4 km de ces lieux d’intérêt : Plage du Havre et Église Saint-Joseph du Havre.","8,5",0.1079732,49.4938975,13.2,12.53,25,0.0,15.82,15.1,24,0.0,17.8,17.36,4,0.0,18.43,18.16,15,0.0,17.02,16.76,17,0.0,17.64,17.34,0,0.0,15.76,14.78,0,0.0,4,16.524285714285714,0.5199999999999996,12.142857142857142,0.0,10,20,20,20,18.0,3. Le Havre
Mont Saint Michel,Le Relais Du Roy,https://www.booking.com/hotel/fr/le-relais-du-roy.fr.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9tb250IHNhaW50IG1pY2hlbCwgZnJhbmNlSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKL5ZTHBsACAdICJDBkNzZmYzcxLWRhY2YtNDU5MS05ZjI1LTViYmE3ZTFmYmE3YtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=68cd6d45ce7c0181&srepoch=1759851149&from=searchresults,"Le Relais Du Roy est un hôtel 3 étoiles situé au bord du Couesnon, à seulement 1,5 km du Mont Saint-Michel et à 50 mètres de la navette gratuite.","8,3",-1.51146,48.6359541,16.68,16.13,4,0.0,19.3,18.75,46,0.0,21.14,20.9,6,0.0,22.71,22.58,9,0.0,23.2,23.17,2,0.0,23.31,23.39,0,0.67,19.04,18.25,5,0.0,1,20.76857142857143,0.3157142857142894,10.285714285714286,0.0957142857142857,20,20,20,15,17.5,4. Mont Saint Michel
Mont Saint Michel,Le Relais Saint Michel,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9tb250IHNhaW50IG1pY2hlbCwgZnJhbmNlSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKL5ZTHBsACAdICJDBkNzZmYzcxLWRhY2YtNDU5MS05ZjI1LTViYmE3ZTFmYmE3YtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=68cd6d45ce7c0181&srepoch=1759851149&from=searchresults,Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel.,"8,2",-1.51146,48.6359541,16.68,16.13,4,0.0,19.3,18.75,46,0.0,21.14,20.9,6,0.0,22.71,22.58,9,0.0,23.2,23.17,2,0.0,23.31,23.39,0,0.67,19.04,18.25,5,0.0,1,20.76857142857143,0.3157142857142894,10.285714285714286,0.0957142857142857,20,20,20,15,17.5,4. Mont Saint Michel
Mont Saint Michel,Mercure Mont Saint Michel,https://www.booking.com/hotel/fr/mont-saint-michel.fr.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9tb250IHNhaW50IG1pY2hlbCwgZnJhbmNlSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKL5ZTHBsACAdICJDBkNzZmYzcxLWRhY2YtNDU5MS05ZjI1LTViYmE3ZTFmYmE3YtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=68cd6d45ce7c0181&srepoch=1759851149&from=searchresults,"Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de...","8,3",-1.51146,48.6359541,16.68,16.13,4,0.0,19.3,18.75,46,0.0,21.14,20.9,6,0.0,22.71,22.58,9,0.0,23.2,23.17,2,0.0,23.31,23.39,0,0.67,19.04,18.25,5,0.0,1,20.76857142857143,0.3157142857142894,10.285714285714286,0.0957142857142857,20,20,20,15,17.5,4. Mont Saint Michel
Mont Saint Michel,Hotel Gabriel,https://www.booking.com/hotel/fr/hotel-gabriel.fr.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9tb250IHNhaW50IG1pY2hlbCwgZnJhbmNlSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKL5ZTHBsACAdICJDBkNzZmYzcxLWRhY2YtNDU5MS05ZjI1LTViYmE3ZTFmYmE3YtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=68cd6d45ce7c0181&srepoch=1759851149&from=searchresults,Hotel Gabriel is located 1.6 Km from Mont Saint-Michel. It offers free Wi-Fi access and en suite rooms just a 25-minute walk from the walls of the old city.,"8,3",-1.51146,48.6359541,16.68,16.13,4,0.0,19.3,18.75,46,0.0,21.14,20.9,6,0.0,22.71,22.58,9,0.0,23.2,23.17,2,0.0,23.31,23.39,0,0.67,19.04,18.25,5,0.0,1,20.76857142857143,0.3157142857142894,10.285714285714286,0.0957142857142857,20,20,20,15,17.5,4. Mont Saint Michel
Mont Saint Michel,Auberge Saint Pierre,https://www.booking.com/hotel/fr/auberge-saint-pierre.fr.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9tb250IHNhaW50IG1pY2hlbCwgZnJhbmNlSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKL5ZTHBsACAdICJDBkNzZmYzcxLWRhY2YtNDU5MS05ZjI1LTViYmE3ZTFmYmE3YtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=68cd6d45ce7c0181&srepoch=1759851149&from=searchresults,"Située sur le Mont-Saint-Michel, l'Auberge Saint Pierre est composée de petits bâtiments à colombages datant du XIVe siècle.","8,1",-1.51146,48.6359541,16.68,16.13,4,0.0,19.3,18.75,46,0.0,21.14,20.9,6,0.0,22.71,22.58,9,0.0,23.2,23.17,2,0.0,23.31,23.39,0,0.67,19.04,18.25,5,0.0,1,20.76857142857143,0.3157142857142894,10.285714285714286,0.0957142857142857,20,20,20,15,17.5,4. Mont Saint Michel
Bayeux,Villa Lara Hotel,https://www.booking.com/hotel/fr/villa-lara-ha-tel.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9iYXlldXgsIGZyYW5jZUgzWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCmeWUxwbAAgHSAiQ1ZWRiNjU2MS1kNzhjLTRjMjctODA1OS01ZWI3MTIwOWQ2MjfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=67c46d4c9d5601a7&srepoch=1759851163&from=searchresults,"La Villa Lara Hotel est un petit boutique hôtel de luxe situé dans le centre historique de Bayeux, en face de la cathédrale du XIe siècle et à seulement 2 minutes à pied de la Tapisserie de Bayeux.","9,6",-0.7024738,49.2764624,15.07,14.3,3,0.0,17.55,17.03,5,0.0,19.12,18.81,5,0.0,20.85,20.71,14,0.0,22.7,22.72,8,0.2,18.58,18.35,1,0.0,14.46,13.55,0,0.0,3,18.332857142857144,0.408571428571431,5.142857142857143,0.0285714285714285,20,20,20,15,17.5,5. Bayeux
Bayeux,Domaine de Bayeux,https://www.booking.com/hotel/fr/domaine-de-bayeux.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9iYXlldXgsIGZyYW5jZUgzWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCmeWUxwbAAgHSAiQ1ZWRiNjU2MS1kNzhjLTRjMjctODA1OS01ZWI3MTIwOWQ2MjfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=67c46d4c9d5601a7&srepoch=1759851163&from=searchresults,Le Domaine de Bayeux occupe une maison du XVIIIe siècle avec un parc arboré dans le centre de Bayeux.,"9,3",-0.7024738,49.2764624,15.07,14.3,3,0.0,17.55,17.03,5,0.0,19.12,18.81,5,0.0,20.85,20.71,14,0.0,22.7,22.72,8,0.2,18.58,18.35,1,0.0,14.46,13.55,0,0.0,3,18.332857142857144,0.408571428571431,5.142857142857143,0.0285714285714285,20,20,20,15,17.5,5. Bayeux
Bayeux,La Maison de Mathilde,https://www.booking.com/hotel/fr/la-maison-de-mathilde.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9iYXlldXgsIGZyYW5jZUgzWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCmeWUxwbAAgHSAiQ1ZWRiNjU2MS1kNzhjLTRjMjctODA1OS01ZWI3MTIwOWQ2MjfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=67c46d4c9d5601a7&srepoch=1759851163&from=searchresults,"La Maison de Mathilde vous accueille à Bayeux, à 100 mètres du musée Baron Gérard et à 200 mètres du musée de la Tapisserie de Bayeux.","8,9",-0.7024738,49.2764624,15.07,14.3,3,0.0,17.55,17.03,5,0.0,19.12,18.81,5,0.0,20.85,20.71,14,0.0,22.7,22.72,8,0.2,18.58,18.35,1,0.0,14.46,13.55,0,0.0,3,18.332857142857144,0.408571428571431,5.142857142857143,0.0285714285714285,20,20,20,15,17.5,5. Bayeux
Bayeux,Belle Normandy,https://www.booking.com/hotel/fr/clos-des-cordeliers.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9iYXlldXgsIGZyYW5jZUgzWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCmeWUxwbAAgHSAiQ1ZWRiNjU2MS1kNzhjLTRjMjctODA1OS01ZWI3MTIwOWQ2MjfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=67c46d4c9d5601a7&srepoch=1759851163&from=searchresults,"L’établissement Belle Normandy se trouve à Bayeux, à 600 mètres de ce lieu d’intérêt : Cathédrale Notre-Dame de Bayeux. Il propose un jardin, une terrasse, un bar et un parking privé.","8,8",-0.7024738,49.2764624,15.07,14.3,3,0.0,17.55,17.03,5,0.0,19.12,18.81,5,0.0,20.85,20.71,14,0.0,22.7,22.72,8,0.2,18.58,18.35,1,0.0,14.46,13.55,0,0.0,3,18.332857142857144,0.408571428571431,5.142857142857143,0.0285714285714285,20,20,20,15,17.5,5. Bayeux
Bayeux,Hôtel d'Argouges,https://www.booking.com/hotel/fr/d-argouges.fr.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9iYXlldXgsIGZyYW5jZUgzWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCmeWUxwbAAgHSAiQ1ZWRiNjU2MS1kNzhjLTRjMjctODA1OS01ZWI3MTIwOWQ2MjfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=bayesian_review_score&nflt=ht_id%3D204&srpvid=67c46d4c9d5601a7&srepoch=1759851163&from=searchresults,"L'Hôtel d'Argouges est un établissement du XVIIIe siècle situé au cœur de Bayeux. Il est à l'écart de la route, vous permettant de profiter pleinement du calme de la campagne.","8,7",-0.7024738,49.2764624,15.07,14.3,3,0.0,17.55,17.03,5,0.0,19.12,18.81,5,0.0,20.85,20.71,14,0.0,22.7,22.72,8,0.2,18.58,18.35,1,0.0,14.46,13.55,0,0.0,3,18.332857142857144,0.408571428571431,5.142857142857143,0.0285714285714285,20,20,20,15,17.5,5. Bayeux
